price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
500,1,0,,1,179,0
230,2,16,0.95,1,352,12
650,1,0,,1,89,0
307,2,46,2.09,6,229,35
808,5,0,,1,0,0
481,1,53,2.34,2,75,28
395,1,33,1.49,1,162,29
247,30,0,,2,232,0
290,18,0,,2,318,0
950,1,1,0.15,24,352,1
950,1,0,,24,352,0
256,2,3,0.14,1,201,0
899,2,3,0.52,1,197,3
2028,1,0,,1,363,0
7673,1,0,,3,365,0
1340,2,28,1.77,6,227,25
249,1,0,,2,365,0
300,7,0,,3,0,0
225,5,0,,2,365,0
606,1,50,2.4,3,354,47
320,2,10,0.43,3,59,6
242,1,2,0.08,1,340,0
500,1,27,1.24,12,320,20
300,1,4,0.18,1,179,2
230,1,27,1.14,3,140,12
791,1,2,0.09,1,324,1
450,1,81,3.55,22,297,49
1273,1,314,13.17,3,346,223
222,2,0,,1,0,0
2800,1,25,1.02,7,359,8
386,1,12,0.97,22,310,11
389,1,34,1.44,22,312,33
389,1,79,3.34,22,315,50
389,1,89,4.39,22,306,76
250,1,1,0.04,1,365,0
500,2,35,2.33,8,356,25
230,1,0,,1,365,0
1710,1,1,0.13,22,319,1
1140,1,4,0.3,22,317,2
243,1,0,,1,88,0
1425,1,1,0.14,22,309,1
550,1,0,,1,365,0
285,2,36,1.5,1,323,12
148,1,11,0.77,9,358,9
1333,1,1,0.43,1,364,1
425,1,0,,24,358,0
409,1,0,,1,179,0
425,1,0,,24,358,0
425,1,0,,24,358,0
425,1,8,2.09,24,358,8
319,1,2,0.23,24,358,2
650,1,0,,1,364,0
350,2,20,0.85,1,232,0
225,1,1,0.04,1,49,0
320,15,0,,1,293,0
500,1,0,,1,144,0
229,7,0,,1,90,0
250,1,2,0.08,1,358,1
300,2,0,,1,364,0
811,1,4,0.27,20,336,2
500,2,1,0.31,1,365,1
797,1,133,6.16,22,362,74
2565,1,2,0.17,22,320,2
343,1,0,,1,365,0
369,1,107,4.39,7,66,62
1217,1,0,,1,81,0
500,1,15,0.63,1,74,11
390,2,0,,1,88,0
286,1,4,0.43,1,41,4
500,1,2,0.22,2,179,2
299,7,2,0.08,5,365,0
500,1,20,0.91,3,356,12
319,1,0,,24,363,0
304,1,0,,1,365,0
319,1,4,4,24,363,4
319,1,0,,24,363,0
319,1,0,,24,363,0
319,1,0,,24,363,0
319,1,0,,24,363,0
425,1,24,5,24,363,24
319,1,0,,24,363,0
319,1,2,0.1,24,363,1
319,1,1,0.25,24,363,1
250,2,3,0.15,2,354,1
425,1,13,0.61,24,363,12
319,1,0,,24,363,0
853,1,2,2,24,361,2
853,1,3,0.18,24,361,2
853,1,0,,24,361,0
950,1,0,,24,352,0
811,1,0,,1,87,0
796,1,55,2.6,22,358,36
2200,1,0,,4,139,0
743,1,135,6.54,22,355,78
300,1,0,,2,171,0
210,7,3,0.14,72,147,2
600,2,0,,2,364,0
280,6,0,,1,361,0
390,1,0,,1,340,0
650,4,0,,2,365,0
797,1,73,3.75,22,357,58
1560,1,8,0.39,11,346,3
803,1,145,6.69,22,364,72
2400,7,0,,1,90,0
1524,1,0,,3,193,0
836,1,142,6.61,22,348,82
780,20,0,,1,179,0
250,1,1,0.06,2,143,0
260,1,0,,1,365,0
650,2,0,,1,113,0
210,4,4,0.25,1,324,2
839,1,136,6.37,22,352,85
350,3,0,,1,139,0
814,1,69,3.22,22,363,38
350,364,0,,1,365,0
791,1,100,4.67,22,364,59
810,1,148,6.88,22,353,91
744,1,158,7.31,22,363,84
1180,1,96,4.23,9,354,45
1234,1,10,0.64,9,345,8
1357,1,3,0.69,9,339,3
9000,7,0,,2,0,0
2154,2,61,2.69,6,139,40
1410,1,3,0.21,9,339,1
1960,1,3,0.38,3,180,3
4200,1,1,0.05,3,180,0
557,2,6,0.26,3,172,3
600,1,43,1.87,29,353,25
600,2,1,0.06,4,233,0
1750,1,0,,9,265,0
228,180,0,,1,365,0
319,2,0,,4,360,0
1013,1,3,0.16,4,361,0
290,3,2,0.18,4,355,2
1230,1,1,0.22,4,363,1
466,1,5,0.25,1,263,2
264,1,6,0.3,1,355,5
250,1,6,0.29,1,359,5
340,1,154,6.72,5,358,84
5000,15,0,,2,88,0
365,5,0,,1,179,0
300,1,0,,2,365,0
1230,1,2,0.15,4,360,1
2000,1,47,2.05,8,365,9
1871,1,0,,4,329,0
1099,1,18,0.81,8,365,3
3200,1,1,0.04,8,365,0
2699,1,29,1.26,8,365,8
529,1,47,2.13,23,362,26
250,3,0,,1,363,0
2011,1,0,,14,193,0
300,1,1,0.05,1,293,0
2011,1,1,0.05,14,358,0
321,1,36,1.61,5,363,8
370,2,5,0.23,12,174,3
290,1,15,0.65,12,1,6
375,1,11,0.49,9,90,5
375,1,18,1.05,9,89,14
375,1,9,0.7,9,90,7
375,1,13,0.58,9,90,6
394,1,2,0.12,9,80,1
420,2,0,,1,0,0
2240,1,2,0.27,3,90,2
800,1,1,0.15,3,355,1
850,4,0,,2,89,0
500,1,0,,1,358,0
550,1,0,,1,363,0
280,1,5,0.22,3,353,1
500,1,4,0.58,27,172,4
280,1,9,0.41,1,2,1
7707,1,1,0.07,6,344,0
420,2,24,1.11,7,362,18
580,1,2,0.74,27,172,2
250,7,2,0.11,2,317,1
285,1,3,0.31,5,322,3
580,1,1,0.07,27,355,0
260,180,0,,1,365,0
1000,3,0,,1,177,0
580,1,0,,27,172,0
314,1,22,0.97,3,263,2
580,1,1,0.13,27,208,1
480,1,0,,27,172,0
280,1,3,0.18,3,340,0
406,1,30,1.38,1,365,21
239,1,40,1.8,1,63,24
350,3,0,,4,349,0
965,1,1,1,1,365,1
600,1,6,0.77,1,365,6
265,3,4,0.18,5,232,0
1010,2,1,0.05,1,88,0
450,60,0,,5,307,0
450,1,1,0.07,5,365,0
500,2,0,,1,173,0
81126,15,0,,1,365,0
700,2,3,0.2,1,365,2
450,60,2,0.09,5,365,0
225,5,1,0.05,1,364,0
600,3,36,1.68,7,360,21
250,5,1,1,1,76,1
250,1,5,0.22,1,363,4
260,3,1,0.26,4,324,1
700,1,26,1.57,5,361,23
290,1,12,0.54,5,0,0
320,15,6,0.27,1,10,2
450,2,4,0.24,7,289,2
350,10,0,,1,88,0
400,7,1,0.1,1,292,1
446,2,2,0.09,2,89,1
450,2,12,0.58,6,137,5
450,2,12,0.53,7,353,6
230,5,0,,3,365,0
650,1,9,0.41,5,3,4
300,1,2,0.09,5,0,0
4000,1,0,,9,87,0
320,2,0,,1,364,0
800,1,5,0.23,4,365,2
403,1,389,17.31,4,84,216
2200,1,0,,9,88,0
251,1,10,0.45,3,172,0
531,1,21,0.97,1,65,17
837,1,73,3.28,10,193,5
1700,1,0,,9,268,0
1750,1,1,0.04,9,268,0
390,28,0,,1,365,0
210,1,0,,1,90,0
800,1,2,0.11,4,139,1
900,1,5,0.57,4,149,5
1165,1,109,4.94,6,352,60
350,30,0,,1,94,0
350,1,14,0.65,4,355,7
1277,1,3,0.13,5,364,0
1277,1,0,,5,364,0
1277,1,6,0.27,5,364,4
206,28,8,0.38,72,326,5
225,3,0,,1,365,0
837,1,28,1.26,10,193,0
400,1,0,,1,90,0
3000,1,3,0.14,4,326,0
837,1,14,0.62,10,193,0
246,180,0,,1,365,0
320,6,3,0.2,4,355,0
500,1,16,4.21,3,349,16
700,1,1,0.09,5,364,1
250,30,0,,1,365,0
450,3,0,,1,178,0
647,1,159,7.25,3,330,112
420,1,65,2.91,4,176,25
295,5,5,1.13,5,292,5
200,7,3,0.14,72,363,1
345,2,3,0.15,2,179,0
669,1,25,1.16,3,88,18
1341,1,608,27.55,3,350,333
480,2,0,,1,365,0
595,1,2,0.18,2,293,2
225,30,0,,1,365,0
403,7,0,,5,365,0
1015,1,21,0.96,15,345,19
1036,1,29,1.37,6,301,23
1100,2,0,,2,0,0
600,1,12,0.57,5,365,10
420,1,54,2.87,3,362,29
403,1,18,0.83,8,355,15
414,5,0,,1,179,0
500,1,50,2.29,3,350,35
300,5,0,,1,179,0
2800,1,10,0.48,4,326,3
2000,1,4,0.19,4,326,1
230,1,40,2.08,2,361,29
2300,1,1,0.29,4,326,1
837,1,2,0.09,10,191,0
505,2,4,0.18,12,174,3
250,2,7,0.33,3,340,4
495,2,3,0.14,6,263,0
250,1,43,1.98,4,178,28
376,7,0,,5,365,0
265,3,1,0.05,5,263,0
428,7,0,,5,180,0
353,7,0,,5,180,0
399,7,2,0.16,72,365,1
387,1,1,1,5,9,1
200,5,2,1.13,4,317,2
301,1,3,0.14,3,4,0
400,2,0,,2,364,0
204,1,3,0.15,1,324,0
208,28,0,,72,365,0
349,1,12,0.94,1,293,11
788,1,0,,4,158,0
849,1,561,25.58,6,331,275
873,1,36,1.72,6,340,17
290,2,19,0.86,6,169,8
931,1,44,2.01,15,360,29
900,1,1,0.11,1,180,1
703,1,95,4.4,22,363,33
1347,1,39,1.77,15,355,25
700,1,89,4.17,22,363,29
709,1,113,5.29,22,364,38
600,1,7,0.79,1,362,7
1800,1,0,,1,365,0
900,1,3,0.28,4,149,3
265,3,0,,5,232,0
1502,1,0,,5,364,0
550,2,0,,1,365,0
248,1,0,,1,365,0
1402,1,67,3.08,5,341,49
350,2,2,0.1,1,76,0
210,1,1,0.07,1,365,0
220,7,0,,6,295,0
331,1,7,0.35,1,108,1
350,30,0,,6,189,0
379,3,4,0.2,5,324,0
218,15,0,,1,89,0
259,1,2,0.1,1,176,0
450,1,39,4.33,2,81,39
350,1,68,3.18,4,0,29
245,30,0,,5,62,0
400,2,0,,1,0,0
436,1,29,1.34,1,172,21
250,1,0,,1,365,0
282,29,0,,1,365,0
495,1,35,1.66,3,364,24
400,30,3,0.14,2,267,0
500,3,0,,3,362,0
400,1,0,,1,365,0
4039,1,1,0.05,1,88,0
420,2,9,0.59,4,362,6
391,3,29,1.36,1,52,14
500,3,4,0.2,3,358,2
687,1,21,1.08,46,355,13
1502,1,1,0.05,5,364,0
300,2,0,,1,179,0
1502,1,3,0.14,5,364,1
2551,1,6,0.31,4,355,1
800,1,6,0.54,2,355,6
2520,1,1,0.05,4,355,0
2520,1,10,0.48,4,355,2
550,2,3,0.16,1,0,0
909,1,3,0.14,46,354,1
2520,1,0,,4,355,0
345,5,13,0.63,1,353,4
1259,999,3,0.16,4,226,2
280,3,3,0.67,2,347,3
750,2,52,2.44,1,355,20
1399,999,1,0.13,4,226,1
420,30,1,0.1,1,0,1
700,30,4,0.19,1,365,1
400,1,0,,1,365,0
300,2,10,0.47,2,169,8
200,7,0,,72,179,0
200,7,0,,72,180,0
297,2,11,0.52,14,164,5
600,1,18,0.85,5,365,14
959,1,41,2.12,6,164,33
284,1,30,1.44,14,321,24
287,1,8,0.39,14,164,5
4230,1,0,,4,333,0
249,2,1,1,14,177,1
240,1,7,0.35,14,164,6
400,2,8,0.61,4,80,6
1502,1,1,0.05,5,364,0
1277,1,0,,5,364,0
1502,1,0,,5,364,0
1277,1,0,,5,364,0
3071,1,0,,4,332,0
247,2,26,1.32,14,120,16
400,1,6,0.29,4,173,4
3144,1,0,,4,342,0
2585,1,0,,4,312,0
1500,1,0,,1,365,0
558,2,24,1.22,1,343,16
325,1,6,0.33,4,173,5
480,30,6,0.28,22,309,5
424,1,40,1.96,12,175,26
503,5,1,0.05,1,90,0
7504,1,0,,2,364,0
1259,999,1,0.11,4,234,1
600,1,21,1.23,5,365,14
280,2,0,,1,362,0
200,7,5,0.38,72,358,4
200,7,2,0.49,72,365,2
200,7,0,,72,365,0
200,7,0,,72,365,0
250,1,0,,1,21,0
450,1,146,7.03,3,171,98
794,2,23,1.14,1,111,15
350,3,0,,3,340,0
225,1,0,,1,365,0
630,2,0,,1,178,0
325,1,0,,1,365,0
600,1,5,0.24,5,365,4
200,7,0,,72,316,0
1024,1,42,3.56,5,365,42
176,1,3,3,1,361,3
300,1,0,,2,365,0
837,1,14,0.69,10,192,3
837,1,2,0.1,10,193,0
900,2,3,0.15,2,363,1
837,1,15,0.8,10,193,0
354,1,39,1.87,3,47,11
264,3,5,0.24,1,356,3
400,1,132,6.32,3,149,83
536,1,30,1.52,1,354,23
379,3,2,0.14,5,324,0
390,5,1,0.05,10,140,0
1500,1,28,1.42,5,358,21
225,1,1,0.05,2,365,0
400,2,0,,2,89,0
800,1,0,,1,365,0
450,1,8,1.14,2,358,8
244,1,4,0.46,2,290,4
500,1,0,,1,363,0
220,1,0,,1,0,0
328,2,25,1.26,1,345,19
400,1,2,0.57,12,364,2
250,3,1,0.05,1,0,0
500,1,19,0.95,5,364,12
5500,6,0,,1,365,0
500,1,18,0.91,5,355,13
212,365,1,0.05,3,172,0
500,1,12,0.63,5,362,11
205,1,16,0.82,4,356,7
600,2,0,,5,364,0
321,6,0,,3,360,0
450,2,1,0.05,1,180,0
250,6,1,0.05,3,365,0
1147,1,23,1.24,15,360,20
204,3,14,0.71,1,80,13
212,1,0,,2,179,0
580,5,0,,2,90,0
358,2,0,,1,90,0
370,1,23,2.01,4,320,23
650,1,9,1.3,29,364,9
299,7,1,0.52,72,355,1
1119,1,3,0.15,13,95,2
837,1,43,2.08,10,194,11
380,160,0,,1,365,0
837,1,43,2.16,10,192,11
299,1,5,0.25,3,264,0
1000,1,2,0.18,1,267,2
213,1,34,1.7,4,357,24
250,30,0,,3,364,0
850,1,10,0.51,1,365,4
550,1,0,,1,362,0
438,1,0,,1,177,0
600,2,2,0.23,2,364,2
250,5,0,,1,0,0
390,1,2,0.1,1,0,0
1143,1,7,0.36,15,349,4
697,7,2,0.27,72,355,2
276,2,19,0.93,14,335,17
215,1,1,1,2,365,1
450,5,0,,1,90,0
200,7,0,,72,365,0
425,1,26,2.68,4,297,26
200,28,0,,72,365,0
353,1,109,5.38,3,171,57
500,15,1,0.05,1,337,0
608,1,1,0.11,1,363,1
313,4,23,1.22,6,351,18
330,4,5,0.63,6,356,5
300,3,2,0.11,6,325,1
860,2,5,0.44,1,364,5
10141,1,0,,1,365,0
450,5,0,,1,363,0
330,1,25,1.35,1,356,19
350,1,0,,1,365,0
893,1,15,0.81,15,352,10
700,1,12,0.6,19,358,3
424,2,6,0.33,2,0,2
374,3,23,1.17,6,272,20
3419,1,22,1.16,9,250,9
3419,1,29,1.49,9,250,10
280,2,6,0.3,14,145,4
400,2,0,,8,0,0
550,2,0,,8,0,0
10000,30,0,,1,83,0
650,2,0,,8,0,0
350,1,1,0.13,1,178,1
500,7,0,,1,180,0
212,30,1,0.05,1,31,0
215,3,0,,1,365,0
360,1,8,0.41,6,90,2
500,1,0,,1,49,0
293,1,0,,4,340,0
777,2,54,3.16,9,28,38
640,2,14,1.05,9,43,11
650,1,5,0.26,10,356,2
250,1,33,1.68,1,169,22
640,2,33,2.13,9,43,31
500,1,0,,1,365,0
500,2,0,,3,171,0
473,3,7,0.43,3,29,5
457,1,0,,2,356,0
1700,7,0,,8,361,0
375,1,0,,3,337,0
350,1,6,0.3,3,356,3
400,1,21,1.11,2,38,13
500,1,0,,1,296,0
850,1,0,,10,359,0
650,2,0,,2,364,0
950,1,1,0.45,10,174,1
380,3,1,0.17,1,364,1
385,2,13,0.68,1,180,8
330,365,0,,1,365,0
1150,1,6,0.82,10,154,6
599,14,0,,72,365,0
220,1,23,1.18,2,364,14
500,15,1,0.36,2,90,1
300,1,0,,2,364,0
1193,2,20,1.04,8,76,10
400,7,2,0.1,1,202,0
329,4,6,0.31,11,0,5
300,28,0,,1,180,0
340,30,0,,2,293,0
707,2,1,1,4,359,1
2500,1,0,,8,357,0
999,1,20,1.43,5,355,17
1049,1,12,0.94,5,338,10
999,1,11,0.83,5,250,9
999,1,20,1.79,5,324,20
600,1,4,0.22,1,365,0
999,1,18,1.42,5,365,17
730,2,0,,1,140,0
1152,1,124,6.61,6,174,77
2380,1,0,,8,355,0
450,2,1,0.05,1,140,0
230,1,18,3.44,1,83,18
2600,1,0,,8,352,0
886,1,52,2.68,6,198,41
852,1,76,3.98,6,201,67
962,1,108,6.32,6,201,79
500,1,1,0.05,3,364,0
300,1,5,0.3,1,365,4
3000,1,0,,8,365,0
591,1,36,2.13,1,353,32
1000,1,52,3.17,6,198,39
707,2,0,,4,363,0
2100,1,1,0.06,8,331,0
580,1,1,0.05,1,365,0
707,2,1,0.16,4,363,1
707,8,0,,4,363,0
1250,2,2,0.1,1,180,0
450,3,5,0.26,3,172,1
300,2,1,0.12,1,365,1
275,3,3,0.18,1,6,1
1634,1,3,0.18,2,364,0
650,1,1,0.45,10,174,1
693,1,4,0.21,9,120,0
225,7,0,,1,365,0
466,5,20,1.13,2,365,15
500,1,2,0.11,3,364,0
3419,1,26,1.34,9,250,6
500,1,0,,3,365,0
300,7,0,,2,324,0
900,1,4,0.37,2,172,4
3419,1,38,1.95,9,248,10
1500,2,3,0.23,3,28,1
650,1,5,0.26,8,175,3
3419,1,38,1.96,9,251,19
433,1,26,1.44,4,325,20
500,1,2,0.1,9,120,0
430,1,12,0.63,4,325,2
3440,1,59,3.04,9,243,28
3419,1,53,2.75,9,245,25
900,1,0,,8,178,0
329,4,4,0.34,11,62,4
650,1,0,,4,175,0
750,1,7,0.36,9,120,0
430,1,64,3.4,6,143,43
1160,1,378,19.62,3,364,113
10000,1,0,,1,365,0
500,3,0,,1,365,0
400,2,0,,1,90,0
1100,1,0,,4,359,0
440,1,15,0.79,1,9,5
900,1,36,1.94,1,349,26
301,4,10,1.16,6,294,10
400,2,0,,1,0,0
650,1,7,0.39,8,176,5
304,10,4,0.21,2,227,0
329,2,33,2.19,2,64,25
205,1,1,0.43,4,365,1
1450,1,5,0.26,4,361,4
259,4,6,0.65,11,0,6
3419,1,71,3.84,9,229,21
750,1,0,,1,363,0
300,30,0,,1,0,0
750,1,5,0.64,3,174,5
306,28,0,,72,365,0
500,15,2,0.11,1,89,0
440,1,70,3.82,13,236,58
325,2,0,,1,324,0
370,1,0,,1,365,0
423,1,7,0.45,19,171,5
300,3,0,,1,365,0
507,1,25,1.9,5,324,22
350,1,26,1.42,18,0,13
2291,1,1,0.13,8,359,1
500,5,0,,1,365,0
699,1,0,,19,171,0
300,1,0,,1,0,0
304,3,10,0.84,3,54,10
1510,2,0,,25,313,0
1510,2,1,0.14,25,348,1
1510,2,0,,25,341,0
1510,2,0,,25,345,0
1510,2,1,0.13,25,351,1
1510,2,1,0.14,25,355,1
380,1,1,0.23,2,361,1
650,2,6,0.34,10,18,0
485,1,22,1.64,1,264,18
300,7,0,,1,0,0
446,2,7,0.46,6,134,5
293,7,0,,1,43,0
304,2,4,0.23,6,171,3
365,2,2,0.11,6,179,1
459,1,50,2.99,4,261,39
500,6,8,0.48,1,347,7
600,1,55,2.98,15,363,43
627,1,66,3.59,15,336,46
223,28,0,,72,365,0
364,1,52,3.09,1,331,40
201,7,1,0.22,72,361,1
650,1,1,0.1,8,176,1
250,5,0,,1,90,0
350,2,2,0.12,1,0,0
375,1,24,1.31,1,150,21
290,2,1,0.06,3,180,0
550,1,1,0.1,1,364,1
400,1,1,0.13,2,180,1
430,1,18,0.97,4,325,9
499,1,12,0.68,19,171,5
320,3,12,0.72,1,247,10
500,2,29,1.61,8,343,19
540,1,10,0.81,22,312,9
299,3,1,0.07,11,13,0
800,1,20,2.02,3,170,20
350,2,0,,7,365,0
350,2,0,,7,364,0
350,2,2,0.26,7,356,2
220,1,1,0.15,1,0,1
808,2,0,,3,269,0
399,1,2,0.13,19,171,0
398,1,3,0.18,19,171,1
350,2,0,,7,364,0
808,2,1,0.06,3,238,0
350,2,3,0.4,7,365,3
386,1,40,2.19,18,66,30
350,2,0,,7,365,0
384,1,24,1.71,18,0,23
350,2,0,,7,365,0
450,7,2,0.11,1,364,1
410,1,202,11.43,9,166,137
200,1,7,2.69,4,365,7
300,1,9,3.55,4,364,9
568,1,0,,2,179,0
629,1,58,3.39,3,165,56
549,1,16,0.92,19,171,13
365,1,0,,1,348,0
400,1,1,0.13,1,365,1
403,1,21,1.21,20,96,15
305,1,0,,1,355,0
2350,2,25,1.97,6,147,24
500,2,7,0.55,2,293,6
800,1,0,,2,178,0
300,2,2,0.12,1,90,1
2434,1,0,,1,365,0
349,5,4,0.25,3,324,1
669,2,38,2.89,9,38,37
568,1,1,0.13,2,179,1
325,1,19,1.69,2,143,19
290,2,0,,1,364,0
500,3,4,0.23,1,364,2
200,7,2,0.15,72,365,1
727,1,820,47.13,6,363,624
921,1,201,13.8,6,363,145
1433,1,82,6.23,6,364,77
208,2,2,0.12,2,355,0
1805,1,23,1.55,6,354,9
777,1,71,4.18,19,352,59
1111,3,0,,4,0,0
888,1,75,4.38,19,290,54
608,2,2,0.3,6,134,2
800,2,0,,4,233,0
979,30,0,,1,365,0
505,3,0,,1,178,0
385,1,19,1.1,3,365,17
2260,2,25,1.8,6,151,23
2400,2,57,3.97,6,148,51
475,2,4,0.23,1,355,1
280,6,0,,1,365,0
200,14,2,0.24,37,0,2
1986,2,35,2.44,6,160,28
1850,2,13,2.6,6,158,13
200,7,0,,72,365,0
1200,4,2,0.27,1,365,2
400,2,13,0.77,1,365,5
200,7,5,0.36,37,80,4
400,1,6,0.34,1,331,4
1454,3,6,0.52,5,95,6
843,30,12,2.65,2,193,12
210,2,4,0.38,2,327,4
307,5,29,1.7,1,21,22
200,2,0,,1,365,0
1310,2,46,2.7,5,83,43
379,1,6,2.65,2,365,6
375,5,6,0.41,5,355,5
1278,3,21,1.26,2,89,18
1272,3,47,3.03,5,85,41
1010,2,16,1.59,2,95,16
3000,1,0,,1,365,0
450,4,3,0.18,6,358,2
330,1,238,13.81,4,86,176
395,2,3,0.17,1,2,0
450,2,32,1.86,3,335,26
299,3,21,1.35,3,339,16
220,2,6,0.36,1,324,5
202,21,0,,2,1,0
300,14,0,,1,365,0
500,1,0,,1,89,0
400,2,5,0.38,1,337,2
5600,30,0,,1,365,0
458,1,39,2.28,6,0,7
299,1,4,0.25,7,171,1
450,30,0,,1,365,0
1115,1,0,,1,88,0
233,1,1,0.07,7,263,0
1500,6,2,0.32,1,361,2
248,2,33,2.2,2,114,26
950,1,2,0.26,1,179,2
207,7,8,1.03,72,365,8
455,1,108,6.11,3,154,59
490,1,5,1.9,1,360,5
808,1,47,2.75,9,336,34
500,3,9,0.78,3,355,9
909,1,17,0.99,9,313,10
954,1,29,1.71,9,317,14
909,1,20,1.17,9,351,11
360,3,1,0.15,8,170,1
320,1,74,4.53,11,149,63
811,1,12,0.75,9,326,11
550,2,15,1.05,1,365,10
666,1,80,5.12,19,348,74
390,2,23,1.38,6,81,11
1195,1,0,,3,339,0
400,1,2,0.12,1,83,1
743,1,34,2.08,5,362,26
260,7,0,,2,90,0
629,1,10,0.64,5,360,9
700,1,5,0.5,4,365,5
1000,4,1,0.3,1,90,1
260,7,0,,2,90,0
300,1,18,1.1,1,365,11
957,1,10,0.61,5,361,9
800,1,0,,5,355,0
379,5,1,0.22,5,171,1
285,3,1,0.07,4,83,0
551,2,20,1.78,2,353,20
550,1,1,0.08,1,365,0
973,1,6,0.43,128,4,5
259,1,162,9.76,7,83,114
700,1,10,0.62,3,172,9
962,1,38,2.38,128,4,30
962,1,10,0.76,128,6,9
962,1,13,0.87,128,8,12
973,1,23,2.61,128,5,23
650,1,22,1.59,4,361,20
973,1,10,0.61,128,6,5
999,1,37,2.23,19,0,21
250,2,3,0.19,2,64,2
1156,2,2,0.23,3,364,2
700,3,5,2.54,2,79,5
320,3,0,,2,32,0
1217,2,1,0.11,3,364,1
1000,1,4,0.53,2,365,4
1318,2,0,,3,364,0
350,3,0,,1,365,0
305,2,3,0.96,1,365,3
201,1,7,0.45,2,344,2
962,1,8,0.79,128,0,8
973,1,22,1.42,128,6,17
1846,1,93,5.66,128,7,56
962,1,22,1.34,128,9,12
480,1,2,0.13,1,365,1
385,2,14,0.91,1,263,9
550,1,0,,1,82,0
480,15,0,,1,264,0
332,1,0,,1,365,0
501,2,23,2.96,3,180,23
700,2,0,,8,170,0
584,2,18,1.14,3,170,17
360,3,0,,8,355,0
667,2,13,0.82,3,177,11
1000,2,0,,2,365,0
2500,1,3,0.22,7,347,2
1068,1,9,0.55,4,358,8
865,1,5,0.39,4,352,4
715,1,5,0.35,4,361,4
825,1,34,2.01,19,0,25
300,5,3,1.15,1,119,3
950,2,0,,1,0,0
304,3,0,,2,331,0
729,1,23,1.39,5,362,12
270,4,9,0.65,6,76,6
1260,1,25,1.56,12,205,19
1320,2,0,,8,170,0
1020,2,0,,8,170,0
399,7,4,0.3,72,365,2
440,7,2,0.18,3,318,2
300,1,4,0.55,4,294,4
201,180,0,,1,365,0
410,1,9,0.54,1,90,2
1118,1,3,0.21,20,241,2
1066,1,0,,20,238,0
650,1,3,0.19,4,365,2
924,1,3,1.1,20,251,3
413,1,111,7.03,3,131,84
1196,1,0,,20,231,0
230,90,0,,1,89,0
519,1,14,1.83,4,365,14
300,1,30,2.2,11,177,28
750,1,2,0.14,10,38,1
350,3,6,0.39,8,164,5
340,30,1,0.08,1,139,0
380,1,8,0.58,9,365,7
399,3,2,0.17,5,365,2
250,15,0,,1,365,0
450,3,0,,1,90,0
300,2,0,,2,365,0
450,2,31,1.95,1,341,24
360,1,162,10.04,9,171,116
399,1,8,0.52,10,355,5
420,2,8,0.54,5,360,7
620,2,5,0.33,5,353,4
873,1,362,24.03,6,340,334
250,1,13,0.84,2,326,5
254,1,1,0.26,4,0,1
409,1,1,0.07,4,0,0
1300,1,1,0.07,10,160,0
850,1,0,,10,172,0
280,30,0,,4,153,0
650,1,16,1,10,355,12
300,3,0,,1,352,0
650,1,3,0.19,8,176,0
320,1,12,0.87,7,180,9
900,1,1,0.16,8,176,1
650,1,1,0.06,8,173,0
320,1,78,5.27,7,359,65
450,1,48,3.05,2,60,36
400,1,59,3.73,8,332,47
306,28,1,0.1,72,365,1
315,1,3,0.2,1,4,0
500,1,1,0.36,2,365,1
200,7,4,0.29,72,340,3
350,1,8,0.5,1,286,5
880,4,1,0.07,1,89,0
829,1,45,2.86,5,358,37
1521,7,0,,1,179,0
320,1,5,0.32,2,140,3
507,2,0,,3,177,0
848,2,11,0.72,6,354,6
299,4,1,0.09,3,310,1
380,3,1,0.3,1,365,1
4362,1,0,,4,138,0
299,5,5,0.56,3,318,5
3980,1,0,,4,143,0
3980,1,0,,4,145,0
1195,1,815,52.58,9,364,637
1284,1,61,4.12,9,355,52
3980,1,0,,4,145,0
300,2,0,,1,180,0
1632,1,8,0.64,9,180,7
1465,1,12,0.83,9,349,9
200,3,1,0.56,2,345,1
1632,1,4,0.32,9,179,3
2798,1,6,0.4,9,173,5
1418,1,9,0.58,9,349,2
507,5,0,,3,180,0
350,3,1,0.08,2,341,1
1357,2,138,10.22,28,361,118
800,1,110,6.99,5,341,84
1272,2,90,6.59,28,358,77
1421,2,22,1.83,28,362,22
1700,1,2,0.26,9,180,2
366,60,0,,2,358,0
600,7,0,,1,358,0
400,1,0,,1,0,0
1149,1,404,26.01,6,363,212
290,15,0,,5,365,0
1321,1,52,3.51,3,361,42
1444,1,511,32.97,3,361,386
650,1,3,0.2,10,174,2
650,1,7,0.46,10,174,6
650,1,22,1.43,8,176,15
350,1,139,8.82,3,347,110
400,3,0,,2,365,0
350,1,0,,1,179,0
614,2,1,0.09,5,364,1
550,2,3,0.31,2,365,3
800,1,87,5.57,5,339,63
800,1,12,0.85,5,286,10
450,1,11,0.9,10,355,11
500,5,0,,5,90,0
500,2,0,,2,365,0
300,2,20,1.5,9,357,19
4000,2,7,0.46,1,88,5
350,1,14,0.96,9,365,11
440,3,0,,5,364,0
600,2,2,0.21,9,140,2
440,3,2,0.19,5,365,2
320,1,25,1.64,7,180,16
500,2,27,1.85,8,356,24
359,4,10,0.7,11,0,8
242,7,11,0.76,11,0,7
480,1,26,1.73,1,361,20
